filename,class,height,width,xmax,xmin,ymax,ymin
2011_002385.jpg,train,375,500,213.0,1.0,375.0,1.0
2011_003306.jpg,person,500,347,170.0,51.0,492.0,160.0
2010_002023.jpg,bird,351,500,448.0,145.0,257.0,27.0
2008_002156.jpg,person,400,400,400.0,53.0,400.0,44.0
2009_002053.jpg,cat,333,500,500.0,1.0,333.0,1.0
2012_004067.jpg,person,500,332,332.0,1.0,500.0,44.0
2009_000438.jpg,cat,375,500,500.0,88.0,305.0,105.0
2011_006694.jpg,person,375,500,219.0,80.0,347.0,167.0
2012_004151.jpg,person,319,480,271.0,192.0,214.0,31.0
2008_003480.jpg,boat,375,500,264.0,44.0,238.0,150.0
2011_005938.jpg,person,330,500,280.0,235.0,218.0,137.0
2009_002674.jpg,aeroplane,333,500,493.0,11.0,231.0,51.0
2012_000881.jpg,person,500,340,296.0,122.0,500.0,19.0
2008_005735.jpg,cat,500,290,290.0,43.0,455.0,32.0
2007_005460.jpg,cat,402,500,484.0,40.0,370.0,4.0
2008_008194.jpg,bird,354,500,344.0,11.0,297.0,104.0
2011_000458.jpg,person,230,500,416.0,109.0,221.0,19.0
2009_001266.jpg,person,333,500,313.0,194.0,333.0,110.0
2010_006329.jpg,person,333,500,337.0,290.0,299.0,175.0
2010_006804.jpg,person,375,500,455.0,147.0,375.0,19.0
2011_005994.jpg,person,349,500,266.0,116.0,349.0,27.0
2011_004546.jpg,person,375,500,313.0,170.0,229.0,56.0
2009_002400.jpg,bicycle,336,500,282.0,52.0,316.0,29.0
2010_005723.jpg,person,375,500,500.0,141.0,374.0,32.0
2012_003795.jpg,person,500,375,348.0,196.0,385.0,180.0
2010_005441.jpg,bottle,333,500,397.0,267.0,290.0,165.0
2009_000794.jpg,chair,500,375,319.0,42.0,482.0,49.0
2009_003384.jpg,pottedplant,332,500,59.0,1.0,270.0,99.0
2011_000058.jpg,train,341,500,451.0,96.0,212.0,97.0
2012_000074.jpg,person,500,412,89.0,27.0,490.0,281.0
2010_004900.jpg,dog,333,500,399.0,1.0,333.0,84.0
2009_000837.jpg,sheep,375,500,470.0,95.0,326.0,89.0
2010_006204.jpg,person,500,375,222.0,1.0,471.0,25.0
2008_002043.jpg,bird,275,500,495.0,96.0,205.0,17.0
2008_006811.jpg,dog,451,465,465.0,42.0,438.0,47.0
2010_003865.jpg,sheep,375,500,467.0,13.0,375.0,1.0
2012_004088.jpg,person,375,500,302.0,1.0,375.0,22.0
2012_003785.jpg,person,375,500,213.0,131.0,249.0,120.0
2012_002094.jpg,person,333,500,122.0,84.0,212.0,132.0
2011_006806.jpg,person,375,500,188.0,1.0,375.0,1.0
2011_006251.jpg,person,500,375,253.0,119.0,458.0,73.0
2012_002148.jpg,person,374,500,435.0,162.0,374.0,2.0
2012_003605.jpg,person,375,500,356.0,151.0,375.0,58.0
2012_002510.jpg,person,400,267,267.0,1.0,400.0,11.0
2008_004695.jpg,dog,400,500,346.0,1.0,400.0,118.0
2009_004477.jpg,cat,333,500,330.0,133.0,333.0,24.0
2009_000705.jpg,horse,375,500,389.0,191.0,261.0,133.0
2011_005491.jpg,person,400,500,437.0,414.0,188.0,120.0
2009_000100.jpg,horse,500,333,277.0,100.0,449.0,86.0
2008_002916.jpg,sofa,375,500,433.0,4.0,375.0,53.0
2011_002292.jpg,tvmonitor,375,500,214.0,33.0,218.0,26.0
2011_004761.jpg,person,360,500,256.0,205.0,221.0,109.0
2010_005854.jpg,dog,375,500,437.0,1.0,283.0,32.0
2009_002374.jpg,chair,500,375,375.0,1.0,500.0,1.0
2012_001410.jpg,person,333,500,418.0,75.0,333.0,47.0
2008_000007.jpg,boat,375,500,428.0,1.0,293.0,230.0
2012_003227.jpg,person,500,375,265.0,109.0,419.0,49.0
2011_001579.jpg,person,500,347,346.0,1.0,499.0,3.0
2011_001341.jpg,bus,330,500,422.0,85.0,290.0,24.0
2010_000955.jpg,train,345,500,500.0,101.0,287.0,189.0
2010_005152.jpg,bird,375,500,500.0,1.0,375.0,1.0
2009_003523.jpg,tvmonitor,375,500,448.0,111.0,350.0,108.0
2010_004556.jpg,bird,299,448,448.0,297.0,211.0,82.0
2010_005101.jpg,aeroplane,375,500,386.0,94.0,231.0,145.0
2011_002041.jpg,chair,333,500,257.0,123.0,281.0,91.0
2010_003823.jpg,cat,333,500,466.0,63.0,246.0,121.0
2008_001154.jpg,person,500,394,324.0,1.0,500.0,43.0
2010_002248.jpg,dog,375,500,500.0,1.0,375.0,1.0
2012_002408.jpg,person,375,500,500.0,196.0,375.0,56.0
2011_005574.jpg,person,500,375,318.0,116.0,500.0,94.0
2012_004144.jpg,person,332,500,384.0,24.0,332.0,52.0
2008_003348.jpg,tvmonitor,500,500,293.0,201.0,215.0,117.0
2010_005414.jpg,car,344,500,439.0,111.0,294.0,63.0
2011_004453.jpg,person,375,500,234.0,154.0,175.0,62.0
2011_005028.jpg,person,375,500,400.0,85.0,375.0,9.0
2008_000428.jpg,horse,253,400,378.0,1.0,237.0,43.0
2011_001307.jpg,person,333,500,375.0,142.0,333.0,61.0
2009_001090.jpg,aeroplane,310,500,389.0,61.0,205.0,92.0
2012_002376.jpg,person,375,500,325.0,32.0,375.0,9.0
2008_008257.jpg,bird,375,500,280.0,1.0,375.0,144.0
2008_004933.jpg,cat,375,500,464.0,1.0,375.0,1.0
2008_003882.jpg,person,378,380,380.0,51.0,378.0,33.0
2012_002311.jpg,person,375,500,500.0,82.0,375.0,39.0
2011_005880.jpg,person,400,500,362.0,118.0,400.0,36.0
2008_005310.jpg,aeroplane,332,500,312.0,48.0,188.0,32.0
2009_000103.jpg,bird,500,380,275.0,152.0,457.0,87.0
2010_006252.jpg,person,333,500,326.0,25.0,309.0,44.0
2008_005137.jpg,dog,375,500,296.0,158.0,244.0,109.0
2007_005144.jpg,person,500,332,331.0,1.0,500.0,12.0
2012_001071.jpg,person,375,500,414.0,1.0,375.0,53.0
2012_003340.jpg,person,402,500,367.0,205.0,269.0,25.0
2009_005095.jpg,cat,390,500,407.0,102.0,335.0,63.0
2011_005075.jpg,person,500,375,236.0,144.0,479.0,214.0
2010_005450.jpg,tvmonitor,375,500,489.0,238.0,204.0,31.0
2010_002224.jpg,cat,375,500,500.0,143.0,370.0,66.0
2008_001374.jpg,cat,313,500,492.0,1.0,280.0,28.0
2012_001003.jpg,person,375,500,420.0,214.0,320.0,40.0
2008_006240.jpg,car,375,500,458.0,1.0,375.0,1.0
2010_005833.jpg,cat,411,500,267.0,13.0,411.0,91.0
2010_004385.jpg,bird,300,300,246.0,25.0,226.0,23.0
2008_004504.jpg,person,426,500,333.0,172.0,293.0,142.0
2008_003531.jpg,person,500,375,191.0,66.0,401.0,71.0
2011_005714.jpg,person,375,500,500.0,284.0,375.0,14.0
2008_007632.jpg,cat,440,264,230.0,7.0,434.0,10.0
2008_004024.jpg,bird,333,500,476.0,130.0,316.0,47.0
2010_006552.jpg,person,500,335,242.0,83.0,500.0,91.0
2009_002314.jpg,aeroplane,500,375,375.0,69.0,242.0,57.0
2011_005408.jpg,person,333,500,460.0,246.0,280.0,125.0
2009_002728.jpg,dog,500,375,309.0,145.0,415.0,228.0
2010_003723.jpg,aeroplane,375,500,462.0,64.0,259.0,52.0
2012_001390.jpg,person,375,500,426.0,228.0,316.0,80.0
2012_001143.jpg,person,327,500,435.0,190.0,287.0,86.0
2008_002523.jpg,person,375,500,370.0,233.0,181.0,11.0
2011_003098.jpg,dog,407,500,418.0,1.0,406.0,8.0
2009_003827.jpg,dog,333,500,412.0,240.0,180.0,84.0
2010_003495.jpg,aeroplane,333,500,441.0,80.0,289.0,10.0
2008_007533.jpg,aeroplane,375,500,444.0,1.0,278.0,117.0
2008_007214.jpg,car,288,352,307.0,12.0,235.0,75.0
2010_005980.jpg,sofa,375,500,493.0,272.0,375.0,268.0
2012_002105.jpg,person,375,500,358.0,223.0,223.0,65.0
2011_005829.jpg,person,360,480,361.0,90.0,360.0,39.0
2011_003622.jpg,person,500,375,203.0,89.0,388.0,159.0
2010_006839.jpg,person,379,248,188.0,61.0,379.0,44.0
2010_002104.jpg,boat,333,500,319.0,243.0,148.0,118.0
2012_002728.jpg,person,375,500,462.0,415.0,238.0,174.0
2011_006397.jpg,person,500,375,300.0,78.0,500.0,20.0
2012_001130.jpg,person,375,500,460.0,95.0,375.0,38.0
2009_000151.jpg,bird,375,500,333.0,231.0,248.0,189.0
2011_005896.jpg,person,375,500,314.0,224.0,274.0,88.0
2011_006321.jpg,person,375,500,343.0,293.0,170.0,39.0
2009_001166.jpg,bird,375,500,391.0,17.0,375.0,51.0
2008_008583.jpg,train,375,500,454.0,1.0,268.0,107.0
2009_004980.jpg,aeroplane,335,500,492.0,23.0,222.0,66.0
2011_000010.jpg,pottedplant,337,480,262.0,233.0,163.0,84.0
2008_002093.jpg,person,500,375,341.0,1.0,500.0,55.0
2010_002349.jpg,dog,333,500,416.0,1.0,332.0,3.0
2008_003220.jpg,person,500,375,270.0,129.0,485.0,196.0
2010_003943.jpg,cat,372,500,289.0,156.0,238.0,15.0
2009_002432.jpg,aeroplane,333,500,489.0,10.0,215.0,60.0
2010_006273.jpg,person,375,500,316.0,245.0,288.0,188.0
2012_002062.jpg,person,375,500,421.0,127.0,375.0,100.0
2010_002594.jpg,cat,375,500,429.0,50.0,362.0,57.0
2011_006982.jpg,person,333,500,400.0,162.0,290.0,40.0
2012_000185.jpg,person,500,333,231.0,179.0,175.0,49.0
2010_001105.jpg,train,333,500,500.0,1.0,278.0,226.0
2008_002778.jpg,cow,375,500,425.0,106.0,338.0,103.0
2010_002858.jpg,bottle,374,500,288.0,232.0,132.0,27.0
2011_000180.jpg,bus,375,500,389.0,331.0,361.0,345.0
2011_002409.jpg,cat,333,500,252.0,116.0,118.0,1.0
2011_005635.jpg,person,500,309,233.0,19.0,500.0,33.0
2011_002460.jpg,bus,279,500,311.0,130.0,239.0,98.0
2012_003349.jpg,person,375,500,448.0,116.0,375.0,82.0
