,filename,class_name,height,width,xmax,xmin,ymax,ymin,xmin_fraction,ymin_fraction,xmax_fraction,ymax_fraction,image_path,class_label,train_test_val
0,2008_000002.jpg,tvmonitor,375,500,448.0,34.0,293.0,11.0,0.068,0.029333333333333333,0.896,0.7813333333333333,/content/VOC2012/JPEGImages/2008_000002.jpg,16,train
1,2008_003037.jpg,tvmonitor,375,500,112.0,81.0,285.0,255.0,0.162,0.68,0.224,0.76,/content/VOC2012/JPEGImages/2008_003037.jpg,16,train
2,2008_004093.jpg,tvmonitor,375,500,349.0,73.0,324.0,113.0,0.146,0.30133333333333334,0.698,0.864,/content/VOC2012/JPEGImages/2008_004093.jpg,16,train
3,2008_006366.jpg,tvmonitor,500,375,349.0,263.0,386.0,310.0,0.7013333333333334,0.62,0.9306666666666666,0.772,/content/VOC2012/JPEGImages/2008_006366.jpg,16,train
4,2011_000077.jpg,tvmonitor,375,500,315.0,75.0,244.0,4.0,0.15,0.010666666666666666,0.63,0.6506666666666666,/content/VOC2012/JPEGImages/2011_000077.jpg,16,train
5,2010_002152.jpg,tvmonitor,375,500,500.0,1.0,198.0,1.0,0.002,0.0026666666666666666,1.0,0.528,/content/VOC2012/JPEGImages/2010_002152.jpg,16,train
6,2008_005962.jpg,tvmonitor,375,500,390.0,80.0,283.0,43.0,0.16,0.11466666666666667,0.78,0.7546666666666667,/content/VOC2012/JPEGImages/2008_005962.jpg,16,train
7,2009_003523.jpg,tvmonitor,375,500,448.0,111.0,350.0,108.0,0.222,0.288,0.896,0.9333333333333333,/content/VOC2012/JPEGImages/2009_003523.jpg,16,train
8,2009_001682.jpg,tvmonitor,375,500,352.0,165.0,250.0,126.0,0.33,0.336,0.704,0.6666666666666666,/content/VOC2012/JPEGImages/2009_001682.jpg,16,train
9,2010_003137.jpg,tvmonitor,500,375,92.0,24.0,327.0,266.0,0.064,0.532,0.24533333333333332,0.654,/content/VOC2012/JPEGImages/2010_003137.jpg,16,train
10,2011_000400.jpg,tvmonitor,500,375,214.0,136.0,260.0,188.0,0.3626666666666667,0.376,0.5706666666666667,0.52,/content/VOC2012/JPEGImages/2011_000400.jpg,16,train
11,2009_003857.jpg,tvmonitor,375,500,282.0,136.0,187.0,82.0,0.272,0.21866666666666668,0.564,0.49866666666666665,/content/VOC2012/JPEGImages/2009_003857.jpg,16,train
12,2008_006409.jpg,tvmonitor,500,375,329.0,58.0,282.0,70.0,0.15466666666666667,0.14,0.8773333333333333,0.564,/content/VOC2012/JPEGImages/2008_006409.jpg,16,train
13,2011_002942.jpg,tvmonitor,375,500,397.0,112.0,310.0,41.0,0.224,0.10933333333333334,0.794,0.8266666666666667,/content/VOC2012/JPEGImages/2011_002942.jpg,16,train
14,2008_003348.jpg,tvmonitor,500,500,293.0,201.0,215.0,117.0,0.402,0.234,0.586,0.43,/content/VOC2012/JPEGImages/2008_003348.jpg,16,train
15,2010_005678.jpg,tvmonitor,375,500,500.0,20.0,359.0,15.0,0.04,0.04,1.0,0.9573333333333334,/content/VOC2012/JPEGImages/2010_005678.jpg,16,train
16,2008_007987.jpg,tvmonitor,360,480,296.0,130.0,113.0,1.0,0.2708333333333333,0.002777777777777778,0.6166666666666667,0.3138888888888889,/content/VOC2012/JPEGImages/2008_007987.jpg,16,train
17,2010_001860.jpg,tvmonitor,500,375,375.0,159.0,122.0,1.0,0.424,0.002,1.0,0.244,/content/VOC2012/JPEGImages/2010_001860.jpg,16,train
18,2010_000807.jpg,tvmonitor,500,375,319.0,46.0,464.0,221.0,0.12266666666666666,0.442,0.8506666666666667,0.928,/content/VOC2012/JPEGImages/2010_000807.jpg,16,train
19,2008_003585.jpg,tvmonitor,375,500,297.0,1.0,325.0,24.0,0.002,0.064,0.594,0.8666666666666667,/content/VOC2012/JPEGImages/2008_003585.jpg,16,train
20,2009_005256.jpg,tvmonitor,375,500,308.0,1.0,274.0,1.0,0.002,0.0026666666666666666,0.616,0.7306666666666667,/content/VOC2012/JPEGImages/2009_005256.jpg,16,train
21,2011_000444.jpg,tvmonitor,461,500,497.0,47.0,435.0,21.0,0.094,0.0455531453362256,0.994,0.9436008676789588,/content/VOC2012/JPEGImages/2011_000444.jpg,16,train
22,2009_001188.jpg,tvmonitor,375,500,380.0,257.0,198.0,82.0,0.514,0.21866666666666668,0.76,0.528,/content/VOC2012/JPEGImages/2009_001188.jpg,16,train
23,2010_001780.jpg,tvmonitor,375,500,324.0,148.0,299.0,147.0,0.296,0.392,0.648,0.7973333333333333,/content/VOC2012/JPEGImages/2010_001780.jpg,16,train
24,2009_003204.jpg,tvmonitor,270,360,230.0,86.0,154.0,19.0,0.2388888888888889,0.07037037037037037,0.6388888888888888,0.5703703703703704,/content/VOC2012/JPEGImages/2009_003204.jpg,16,train
25,2009_000981.jpg,tvmonitor,332,500,453.0,186.0,255.0,40.0,0.372,0.12048192771084337,0.906,0.7680722891566265,/content/VOC2012/JPEGImages/2009_000981.jpg,16,train
26,2008_006031.jpg,tvmonitor,375,500,354.0,128.0,273.0,93.0,0.256,0.248,0.708,0.728,/content/VOC2012/JPEGImages/2008_006031.jpg,16,train
27,2009_004138.jpg,tvmonitor,375,500,164.0,50.0,210.0,137.0,0.1,0.36533333333333334,0.328,0.56,/content/VOC2012/JPEGImages/2009_004138.jpg,16,train
28,2008_003435.jpg,tvmonitor,375,500,500.0,32.0,360.0,13.0,0.064,0.034666666666666665,1.0,0.96,/content/VOC2012/JPEGImages/2008_003435.jpg,16,train
29,2008_008429.jpg,tvmonitor,500,375,295.0,53.0,258.0,78.0,0.14133333333333334,0.156,0.7866666666666666,0.516,/content/VOC2012/JPEGImages/2008_008429.jpg,16,train
30,2007_000187.jpg,tvmonitor,375,500,240.0,1.0,336.0,95.0,0.002,0.25333333333333335,0.48,0.896,/content/VOC2012/JPEGImages/2007_000187.jpg,16,train
31,2008_004259.jpg,tvmonitor,399,500,424.0,74.0,384.0,66.0,0.148,0.16541353383458646,0.848,0.9624060150375939,/content/VOC2012/JPEGImages/2008_004259.jpg,16,train
32,2008_005439.jpg,tvmonitor,500,375,289.0,17.0,483.0,114.0,0.04533333333333334,0.228,0.7706666666666667,0.966,/content/VOC2012/JPEGImages/2008_005439.jpg,16,train
33,2008_006233.jpg,tvmonitor,262,350,226.0,64.0,144.0,1.0,0.18285714285714286,0.003816793893129771,0.6457142857142857,0.549618320610687,/content/VOC2012/JPEGImages/2008_006233.jpg,16,train
34,2010_002427.jpg,tvmonitor,333,500,500.0,70.0,332.0,1.0,0.14,0.003003003003003003,1.0,0.996996996996997,/content/VOC2012/JPEGImages/2010_002427.jpg,16,train
35,2008_004754.jpg,tvmonitor,375,500,354.0,127.0,192.0,1.0,0.254,0.0026666666666666666,0.708,0.512,/content/VOC2012/JPEGImages/2008_004754.jpg,16,train
36,2010_001690.jpg,tvmonitor,418,500,489.0,1.0,418.0,1.0,0.002,0.0023923444976076554,0.978,1.0,/content/VOC2012/JPEGImages/2010_001690.jpg,16,train
37,2009_002232.jpg,tvmonitor,375,500,461.0,23.0,375.0,10.0,0.046,0.02666666666666667,0.922,1.0,/content/VOC2012/JPEGImages/2009_002232.jpg,16,train
38,2010_005744.jpg,tvmonitor,333,500,300.0,146.0,252.0,101.0,0.292,0.3033033033033033,0.6,0.7567567567567568,/content/VOC2012/JPEGImages/2010_005744.jpg,16,train
39,2009_002562.jpg,tvmonitor,500,375,375.0,1.0,415.0,115.0,0.0026666666666666666,0.23,1.0,0.83,/content/VOC2012/JPEGImages/2009_002562.jpg,16,train
40,2010_003874.jpg,tvmonitor,333,500,130.0,1.0,296.0,1.0,0.002,0.003003003003003003,0.26,0.8888888888888888,/content/VOC2012/JPEGImages/2010_003874.jpg,16,train
41,2010_003770.jpg,tvmonitor,333,500,468.0,384.0,207.0,139.0,0.768,0.4174174174174174,0.936,0.6216216216216216,/content/VOC2012/JPEGImages/2010_003770.jpg,16,train
42,2009_001555.jpg,tvmonitor,375,500,500.0,300.0,241.0,88.0,0.6,0.23466666666666666,1.0,0.6426666666666667,/content/VOC2012/JPEGImages/2009_001555.jpg,16,train
43,2009_004519.jpg,tvmonitor,336,448,384.0,245.0,205.0,41.0,0.546875,0.12202380952380952,0.8571428571428571,0.6101190476190477,/content/VOC2012/JPEGImages/2009_004519.jpg,16,train
44,2008_002464.jpg,tvmonitor,334,500,494.0,154.0,334.0,78.0,0.308,0.23353293413173654,0.988,1.0,/content/VOC2012/JPEGImages/2008_002464.jpg,16,train
45,2009_000585.jpg,tvmonitor,375,500,469.0,74.0,375.0,20.0,0.148,0.05333333333333334,0.938,1.0,/content/VOC2012/JPEGImages/2009_000585.jpg,16,train
46,2008_006668.jpg,tvmonitor,375,500,401.0,76.0,275.0,12.0,0.152,0.032,0.802,0.7333333333333333,/content/VOC2012/JPEGImages/2008_006668.jpg,16,train
47,2009_001393.jpg,tvmonitor,375,500,467.0,86.0,375.0,1.0,0.172,0.0026666666666666666,0.934,1.0,/content/VOC2012/JPEGImages/2009_001393.jpg,16,train
48,2010_001562.jpg,tvmonitor,334,500,500.0,413.0,252.0,120.0,0.826,0.3592814371257485,1.0,0.7544910179640718,/content/VOC2012/JPEGImages/2010_001562.jpg,16,train
49,2008_005918.jpg,tvmonitor,375,500,356.0,160.0,279.0,117.0,0.32,0.312,0.712,0.744,/content/VOC2012/JPEGImages/2008_005918.jpg,16,train
50,2010_005450.jpg,tvmonitor,375,500,489.0,238.0,204.0,31.0,0.476,0.08266666666666667,0.978,0.544,/content/VOC2012/JPEGImages/2010_005450.jpg,16,train
51,2010_002791.jpg,tvmonitor,500,351,336.0,38.0,460.0,160.0,0.10826210826210826,0.32,0.9572649572649573,0.92,/content/VOC2012/JPEGImages/2010_002791.jpg,16,train
52,2010_003405.jpg,tvmonitor,500,375,280.0,81.0,477.0,9.0,0.216,0.018,0.7466666666666667,0.954,/content/VOC2012/JPEGImages/2010_003405.jpg,16,train
53,2008_004910.jpg,tvmonitor,375,500,350.0,237.0,256.0,158.0,0.474,0.42133333333333334,0.7,0.6826666666666666,/content/VOC2012/JPEGImages/2008_004910.jpg,16,train
54,2010_000053.jpg,tvmonitor,375,500,498.0,61.0,320.0,57.0,0.122,0.152,0.996,0.8533333333333334,/content/VOC2012/JPEGImages/2010_000053.jpg,16,train
55,2009_003537.jpg,tvmonitor,375,500,195.0,47.0,244.0,111.0,0.094,0.296,0.39,0.6506666666666666,/content/VOC2012/JPEGImages/2009_003537.jpg,16,train
56,2011_001705.jpg,tvmonitor,375,500,297.0,148.0,228.0,82.0,0.296,0.21866666666666668,0.594,0.608,/content/VOC2012/JPEGImages/2011_001705.jpg,16,train
57,2009_000549.jpg,tvmonitor,334,500,482.0,392.0,215.0,85.0,0.784,0.25449101796407186,0.964,0.6437125748502994,/content/VOC2012/JPEGImages/2009_000549.jpg,16,train
58,2009_001452.jpg,tvmonitor,333,500,463.0,29.0,318.0,6.0,0.058,0.018018018018018018,0.926,0.954954954954955,/content/VOC2012/JPEGImages/2009_001452.jpg,16,train
59,2008_007916.jpg,tvmonitor,375,500,424.0,264.0,305.0,173.0,0.528,0.4613333333333333,0.848,0.8133333333333334,/content/VOC2012/JPEGImages/2008_007916.jpg,16,train
60,2008_005929.jpg,tvmonitor,375,500,449.0,207.0,208.0,1.0,0.414,0.0026666666666666666,0.898,0.5546666666666666,/content/VOC2012/JPEGImages/2008_005929.jpg,16,train
61,2008_005254.jpg,tvmonitor,375,500,452.0,106.0,286.0,37.0,0.212,0.09866666666666667,0.904,0.7626666666666667,/content/VOC2012/JPEGImages/2008_005254.jpg,16,train
62,2008_004279.jpg,tvmonitor,375,500,379.0,130.0,183.0,10.0,0.26,0.02666666666666667,0.758,0.488,/content/VOC2012/JPEGImages/2008_004279.jpg,16,train
63,2009_000136.jpg,tvmonitor,333,500,88.0,1.0,240.0,109.0,0.002,0.32732732732732733,0.176,0.7207207207207207,/content/VOC2012/JPEGImages/2009_000136.jpg,16,train
64,2008_004526.jpg,tvmonitor,500,375,325.0,1.0,500.0,147.0,0.0026666666666666666,0.294,0.8666666666666667,1.0,/content/VOC2012/JPEGImages/2008_004526.jpg,16,train
